0.2274496	0.08886018	0.1314287	0.05156661
0.1312074	0.1149764	0.1678616	0.01882823
0.09710164	0.1593073	0.0177136	0.2352572
0.0003081657	0.223462	0.02069487	0.1735458
0.2220344	0.0679862	0.246973	0.05593332
0.02580248	0.09216474	0.2110781	0.1222255
0.0678613	0.008857056	0.09541919	0.136805
0.1002091	0.2295224	0.1400421	0.2007989
0.07198647	0.0468282	0.008591359	0.2013607
0.07542429	0.2069463	0.2357042	0.08474241
0.02137597	0.03564366	0.1760673	0.1465932
0.1955945	0.1663654	0.03266749	0.03355451
0.07537692	0.01135035	0.1471815	0.09066826
0.03604888	0.07229064	0.06320611	0.1196588
0.01886962	0.1765056	0.1913767	0.08039125
0.08640621	0.001801042	0.1834696	0.241108
0.09324754	0.2013855	0.2323503	0.2332701
0.06406015	0.200513	0.2429701	0.06268915
0.1737817	0.02146376	0.1223711	0.1110603
0.05273074	0.2483373	0.04856183	0.216467
0.1942639	0.1750406	0.06556579	0.1217967
0.08048537	0.01521121	0.1859151	0.1843211
0.1133528	0.0409013	0.116812	0.09542094
0.07261094	0.02675013	0.2315949	0.04799342
0.1046887	0.05623878	0.1956349	0.05781858
0.01768156	0.004233779	0.1728536	0.1791642
0.183986	0.2226979	0.03614753	0.09693474
0.05894847	0.002168917	0.03368645	0.07137058
0.04314758	0.02242102	0.2255475	0.0926378
0.1414426	0.1245078	0.09577184	0.05872211
0.09244511	0.001117338	0.05446792	0.01416942
0.1269169	0.1887757	0.1146903	0.1725298
0.2068009	0.06773557	0.1791931	0.08182171
0.1844598	0.2053504	0.150417	0.2392358
0.1480648	0.02232189	0.1758857	0.05511687
0.03770908	0.02498241	0.1936471	0.1228571
0.09396657	0.2404634	0.01203953	0.07947586
0.2461319	0.05727712	0.2047256	0.1558542
0.2497902	0.1056687	0.009622944	0.2381377
0.1407328	0.09474148	0.1293543	0.2169485
0.0439192	0.09319396	0.177943	0.1873448
0.2212369	0.2432106	0.06566462	0.1721401
0.2064424	0.1898489	0.2208258	0.1080039
0.2123957	0.1829914	0.1293057	0.0828142
0.01932515	0.1101926	0.1052895	0.1311037
0.1043406	0.1011697	0.1017309	0.1939822
0.1241067	0.2154247	0.2221948	0.154926
0.1257727	0.1467015	0.09396225	0.131329
0.1860302	0.1165902	0.2256212	0.078454
0.1850128	0.09414666	0.003788244	0.07440588
0.1804702	0.1288168	0.04799397	0.2289968
0.009073728	0.1617651	0.07076657	0.09493881
0.08300443	0.2354401	0.1339136	0.1117808
0.1482712	0.2491236	0.1354507	0.2143582
0.1894035	0.07118486	0.2195974	0.2078688
0.04744344	0.2269336	0.1844955	0.0356184
0.1645947	0.1035237	0.07643801	0.1991087
0.2321538	0.2317073	0.2026232	0.1817285
0.006051643	0.01628859	0.2463404	0.0160442
0.03546594	0.2179341	0.1619095	0.2488233
0.0009846576	0.1076894	0.01637962	0.00902
0.1786912	0.03329383	0.1865498	0.06608516
0.09790095	0.04118289	0.198515	0.2311794
0.1160006	0.08833599	0.002358945	0.04414826
0.1006148	0.1357788	0.1172143	0.08586324
0.1118288	0.03767487	0.1544507	0.003141911
0.2443285	0.01348103	0.1152141	0.1824727
0.1021691	0.1585799	0.08797336	0.07182754
0.2456526	0.04924504	0.03674652	0.1612835
0.116902	0.2216543	0.1972607	0.1197971
0.04305914	0.178792	0.2029494	0.2032883
0.2409449	0.04722101	0.172579	0.1962855
0.1424285	0.1103207	0.107235	0.1511135
0.1156178	0.06802375	0.2261476	0.1104678
0.05071347	0.07728774	0.1982146	0.03378144
0.1189811	0.05908791	0.02485789	0.08571269
0.1281802	0.008467597	0.07854708	0.1687987
0.132004	0.04353644	0.06772252	0.151389
0.1818378	0.1851052	0.07861443	0.1528297
0.08160697	0.1074936	0.1712884	0.09051622
0.008785519	0.2314287	0.2416309	0.07458021
0.174852	0.1522478	0.2117636	0.1864801
0.09478909	0.01401358	0.1727829	0.2238213
0.1318043	0.09409816	0.1640861	0.122053
0.1709244	0.2072272	0.03427607	0.1375922
0.1551367	0.1663666	0.05333053	0.002594716
0.03831372	0.1430827	0.2047211	0.1658868
0.2145628	0.07721684	0.2028648	0.2432433
0.03578008	0.0006903784	0.1789826	0.03110118
0.1608929	0.2292138	0.134805	0.0501971
0.2079797	0.09912203	0.1839787	0.04174851
0.236846	0.08270862	0.1646832	0.1632913
0.2178475	0.1105734	0.02192942	0.1582208
0.1534854	0.2037149	0.1759003	0.1940283
0.1022427	0.1046945	0.2401734	0.2257283
0.1622032	0.2122563	0.140224	0.2243125
0.001192148	0.1670804	0.1136571	0.04122635
0.1557451	0.2094195	0.1929771	0.09060683
0.07726104	0.08922738	0.2050322	0.08837917
0.2290104	0.09357673	0.08639102	0.06990491
0.2130285	0.09785482	0.004512809	0.1252773
0.1227549	0.1995322	0.0258083	0.1515201
0.1668503	0.08092388	0.07371487	0.1768328
0.2098365	0.06182216	0.1514055	0.1745199
0.1970525	0.1621356	0.1763395	0.0288793
0.215733	0.2124043	0.244368	0.003311099
0.08595262	0.004288718	0.1956512	0.02442735
0.08472671	0.1343728	0.2042817	0.1662493
0.1078217	0.2417003	0.1337644	0.06633325
0.06245718	0.09567251	0.130954	0.04513073
0.0868378	0.1229176	0.008957494	0.02351988
0.1312196	0.2246886	0.1945513	0.1734324
0.188219	0.09740366	0.004551891	0.02681026
0.2475094	0.1659797	0.232756	0.08723244
0.1854251	0.1602721	0.09271909	0.001249337
0.1197602	0.1339818	0.1897343	0.08601028
0.1980802	0.1959191	0.1917294	0.04799072
0.2076761	0.1062704	0.2085439	0.03364489
0.03857657	0.1951692	0.1718417	0.2405539
0.1130335	0.07196858	0.07462084	0.01976914
0.1776354	0.04182454	0.05278985	0.1224727
0.2416363	0.08385536	0.07475617	0.04760831
0.01323023	0.001980115	0.1423712	0.1879092
0.03654352	0.1203445	0.09935355	0.03404154
0.1624513	0.1885402	0.2156032	0.1205287
0.1068409	0.06218235	0.1023566	0.2257002
0.1055663	0.09205315	0.03557632	0.03267367
0.114154	0.1195536	0.09782963	0.01855217
0.162056	0.0885976	0.07374906	0.1164345
0.05310466	0.02601328	0.1785893	0.07251574
0.07245331	0.1828372	0.1742315	0.2442019
0.1136381	0.09978462	0.01721056	0.1902307
0.2033949	0.1121635	0.1650034	0.1433657
0.2142243	0.213533	0.1155325	0.1754996
0.06769528	0.2430217	0.1789835	0.2370667
0.171542	0.04772923	0.1872263	0.0458366
0.116708	0.1852557	0.0645285	0.01963481
0.2025597	0.1381465	0.07832069	0.2124817
0.1739594	0.1622144	0.03021214	0.2204785
0.08410379	0.06988174	0.182525	0.03483336
0.2437695	0.1307921	0.157918	0.09933134
0.2070241	0.1712155	0.1957753	0.2363056
0.07271935	0.04125503	0.05205216	0.00509063
0.2471771	0.07595598	0.01530422	0.1481867
0.1910181	0.117972	0.05196927	0.008376666
0.1094168	0.2336115	0.1467707	0.1123256
0.02310559	0.1242219	0.07420747	0.2305054
0.01550298	0.2493923	0.1666826	0.1785762
0.04782758	0.02036354	0.1061579	0.02553739
0.09272266	0.09394585	0.1210338	0.005148085
0.02479743	0.08751789	0.1484771	0.2224208
0.09839259	0.07880197	0.2478701	0.2497809
0.175641	0.1050334	0.2285276	0.09399477
0.07954162	0.1997495	0.01705936	0.0748469
0.2043867	0.07266612	0.1438823	0.2270551
0.06203021	0.226504	0.1847324	0.06815293
0.1918028	0.01665223	0.2245397	0.002094878
0.2105678	0.1930389	0.02318097	0.2267563
0.1545832	0.1440208	0.1351863	0.245776
0.08448769	0.2424148	0.1707469	0.07226173
0.08663115	0.03841592	0.1336111	0.07587607
0.2312432	0.2091091	0.2344169	0.06877811
0.1619665	0.2392547	0.1925699	0.1250348
0.1670821	0.1568706	0.1858919	0.02286543
0.04121065	0.1206585	0.1765185	0.1457073
0.2274987	0.09071113	0.1509567	0.1699971
0.1808747	0.2223541	0.01894611	0.2277429
0.03571877	0.002181869	0.2173315	0.09713605
0.1833454	0.150622	0.09292588	0.1644873
0.1792545	0.1436925	0.2311889	0.05304488
0.0128499	0.05568807	0.1501741	0.0267458
0.1779818	0.1362812	0.2071206	0.03553047
0.1052556	0.04006032	0.07127502	0.06930959
0.1746312	0.112629	0.2147912	0.01432734
0.08377507	0.03723241	0.06025086	0.05774152
0.01332158	0.0866129	0.1013261	0.1075914
0.1756404	0.001235198	0.004223508	0.05588999
0.1897852	0.1555964	0.04123537	0.07339585
0.2250587	0.02290472	0.02113762	0.1825708
0.06419793	0.05434132	0.1493337	0.2421212
0.2485119	0.06597351	0.117886	0.1564205
0.2229043	0.2073421	0.1198013	0.03592974
0.1503729	0.01104057	0.1757785	0.1803603
0.1801266	0.1472863	0.2277811	0.2020238
0.01255186	0.09166347	0.2333542	0.1025184
0.2200036	0.02767813	0.06170802	0.1306048
0.09136556	0.1096944	0.03082094	0.1051854
